Action Type,Display Name,Description (info box/hover text),Action Data Description,Action Data Link,Points,Enabled,Start Date,End Date
watch,Check out these amazing highlight from Ultra Day 1.,,,http://www.youtube.com/watch?v=MCwASP1AIjA&feature=iv&annotation_id=annotation_18882,300,yes
watch,Watch the highlight reel from Ultra Day 2.,,,http://www.youtube.com/watch?v=LRim77PJBt4&feature=iv&annotation_id=annotation_230091,300,yes
watch,Check out this video of Ultra Day 3 highlights. ,,,http://www.youtube.com/watch?v=KuiyPFsvZgA&feature=iv&annotation_id=annotation_917310,300,yes
Post,Tell us about your favorite memory from Ultra Music Festival.,Post your favorite Ultra memory to your Facebook Wall and receive 50 additional points for every Like your post receives.,Tell us about your favorite memory from Ultra Music Festival on Facebook. ,,150,yes
watch,Check out this video of Madonna announcing AVICII.,,,http://www.youtube.com/watch?v=GLF8J_jkejg&list=UUX9fOfRkHANZM8iFWhMSpNg&index=5&feature=plcp,300,yes
